Project, Version, Iteration, Budget, Suite, Test count, APFDf, TTFF, pTTFF
Collections,25,3,60%,STARTS+FAST-P,116,0.40463917525773196,116,0.5979381443298969
Collections,25,3,60%,STARTS+DPT,116,0.9664948453608248,7,0.03608247422680412
Collections,25,3,60%,Fastazi-S,116,0.0,NA,NA
Collections,25,3,60%,Fastazi-P,116,0.0,NA,NA
Collections,25,3,60%,Random,116,0.0,NA,NA
Collections,25,3,70%,Ekstazi,135,0.7757731958762887,44,0.2268041237113402
Collections,25,3,70%,FAST,135,0.0,NA,NA
Collections,25,3,70%,Ekstazi+dpt,135,0.9664948453608248,7,0.03608247422680412
Collections,25,3,70%,DPT,135,0.9664948453608248,7,0.03608247422680412
Collections,25,3,70%,STARTS,135,0.0,NA,NA
Collections,25,3,70%,STARTS+FAST-S,135,0.40463917525773196,116,0.5979381443298969
Collections,25,3,70%,STARTS+FAST-P,135,0.40463917525773196,116,0.5979381443298969
Collections,25,3,70%,STARTS+DPT,135,0.9664948453608248,7,0.03608247422680412
Collections,25,3,70%,Fastazi-S,135,0.33762886597938147,129,0.6649484536082474
Collections,25,3,70%,Fastazi-P,135,0.0,NA,NA
Collections,25,3,70%,Random,135,0.0,NA,NA
Collections,25,3,75%,Ekstazi,145,0.7757731958762887,44,0.2268041237113402
Collections,25,3,75%,FAST,145,0.0,NA,NA
Collections,25,3,75%,Ekstazi+dpt,145,0.9664948453608248,7,0.03608247422680412
Collections,25,3,75%,DPT,145,0.9664948453608248,7,0.03608247422680412
Collections,25,3,75%,STARTS,145,0.0,NA,NA
Collections,25,3,75%,STARTS+FAST-S,145,0.40463917525773196,116,0.5979381443298969
Collections,25,3,75%,STARTS+FAST-P,145,0.40463917525773196,116,0.5979381443298969
Collections,25,3,75%,STARTS+DPT,145,0.9664948453608248,7,0.03608247422680412
Collections,25,3,75%,Fastazi-S,145,0.33762886597938147,129,0.6649484536082474
Collections,25,3,75%,Fastazi-P,145,0.30154639175257736,136,0.7010309278350515
Collections,25,3,75%,Random,145,0.0,NA,NA
Collections,25,3,80%,Ekstazi,155,0.7757731958762887,44,0.2268041237113402
Collections,25,3,80%,FAST,155,0.0,NA,NA
Collections,25,3,80%,Ekstazi+dpt,155,0.9664948453608248,7,0.03608247422680412
Collections,25,3,80%,DPT,155,0.9664948453608248,7,0.03608247422680412
Collections,25,3,80%,STARTS,155,0.25,146,0.7525773195876289
Collections,25,3,80%,STARTS+FAST-S,155,0.40463917525773196,116,0.5979381443298969
