Project, Version, Iteration, Budget, Suite, Test count, APFDf, TTFF, pTTFF
Time,11,23,50%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,23,50%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,23,50%,Random,73,0.0,NA,NA
Time,11,23,60%,Ekstazi,29,0.8253424657534246,26,0.1780821917808219
Time,11,23,60%,FAST,87,0.42808219178082196,84,0.5753424657534246
Time,11,23,60%,Ekstazi+dpt,29,0.9417808219178082,9,0.06164383561643835
Time,11,23,60%,DPT,87,0.8938356164383562,16,0.1095890410958904
Time,11,23,60%,STARTS,1,0.0,NA,NA
Time,11,23,60%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,23,60%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,23,60%,STARTS+DPT,1,0.0,NA,NA
Time,11,23,60%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,23,60%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,23,60%,Random,87,0.45547945205479456,80,0.547945205479452
Time,11,23,70%,Ekstazi,29,0.8253424657534246,26,0.1780821917808219
Time,11,23,70%,FAST,102,0.42808219178082196,84,0.5753424657534246
Time,11,23,70%,Ekstazi+dpt,29,0.9417808219178082,9,0.06164383561643835
Time,11,23,70%,DPT,102,0.8938356164383562,16,0.1095890410958904
Time,11,23,70%,STARTS,1,0.0,NA,NA
Time,11,23,70%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,23,70%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,23,70%,STARTS+DPT,1,0.0,NA,NA
Time,11,23,70%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,23,70%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,23,70%,Random,102,0.45547945205479456,80,0.547945205479452
Time,11,23,75%,Ekstazi,29,0.8253424657534246,26,0.1780821917808219
Time,11,23,75%,FAST,109,0.42808219178082196,84,0.5753424657534246
Time,11,23,75%,Ekstazi+dpt,29,0.9417808219178082,9,0.06164383561643835
Time,11,23,75%,DPT,109,0.8938356164383562,16,0.1095890410958904
Time,11,23,75%,STARTS,1,0.0,NA,NA
Time,11,23,75%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,23,75%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,23,75%,STARTS+DPT,1,0.0,NA,NA
Time,11,23,75%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,23,75%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,23,75%,Random,109,0.45547945205479456,80,0.547945205479452
Time,11,23,80%,Ekstazi,29,0.8253424657534246,26,0.1780821917808219
Time,11,23,80%,FAST,116,0.42808219178082196,84,0.5753424657534246
Time,11,23,80%,Ekstazi+dpt,29,0.9417808219178082,9,0.06164383561643835
Time,11,23,80%,DPT,116,0.8938356164383562,16,0.1095890410958904
Time,11,23,80%,STARTS,1,0.0,NA,NA
Time,11,23,80%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,23,80%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,23,80%,STARTS+DPT,1,0.0,NA,NA
Time,11,23,80%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,23,80%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,23,80%,Random,116,0.45547945205479456,80,0.547945205479452
Time,11,23,90%,Ekstazi,29,0.8253424657534246,26,0.1780821917808219
Time,11,23,90%,FAST,131,0.42808219178082196,84,0.5753424657534246
Time,11,23,90%,Ekstazi+dpt,29,0.9417808219178082,9,0.06164383561643835
Time,11,23,90%,DPT,131,0.8938356164383562,16,0.1095890410958904
Time,11,23,90%,STARTS,1,0.0,NA,NA
Time,11,23,90%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,23,90%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,23,90%,STARTS+DPT,1,0.0,NA,NA
Time,11,23,90%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,23,90%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,23,90%,Random,131,0.45547945205479456,80,0.547945205479452
Time,11,23,100%,Ekstazi,29,0.8253424657534246,26,0.1780821917808219
Time,11,23,100%,FAST,146,0.42808219178082196,84,0.5753424657534246
Time,11,23,100%,Ekstazi+dpt,29,0.9417808219178082,9,0.06164383561643835
Time,11,23,100%,DPT,146,0.8938356164383562,16,0.1095890410958904
Time,11,23,100%,STARTS,1,0.0,NA,NA
Time,11,23,100%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,23,100%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,23,100%,STARTS+DPT,1,0.0,NA,NA
Time,11,23,100%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,23,100%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,23,100%,Random,146,0.45547945205479456,80,0.547945205479452
Time,11,24,10%,Ekstazi,14,0.9691780821917808,5,0.03424657534246575
Time,11,24,10%,FAST,14,0.0,NA,NA
Time,11,24,10%,Ekstazi+dpt,14,0.9417808219178082,9,0.06164383561643835
Time,11,24,10%,DPT,14,0.0,NA,NA
Time,11,24,10%,STARTS,1,0.0,NA,NA
Time,11,24,10%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,24,10%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,24,10%,STARTS+DPT,1,0.0,NA,NA
Time,11,24,10%,Fastazi-S,14,0.9075342465753425,14,0.0958904109589041
Time,11,24,10%,Fastazi-P,14,0.0,NA,NA
Time,11,24,10%,Random,14,0.0,NA,NA
Time,11,24,20%,Ekstazi,29,0.9691780821917808,5,0.03424657534246575
Time,11,24,20%,FAST,29,0.0,NA,NA
Time,11,24,20%,Ekstazi+dpt,29,0.9417808219178082,9,0.06164383561643835
Time,11,24,20%,DPT,29,0.886986301369863,17,0.11643835616438356
Time,11,24,20%,STARTS,1,0.0,NA,NA
Time,11,24,20%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,24,20%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,24,20%,STARTS+DPT,1,0.0,NA,NA
Time,11,24,20%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,24,20%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,24,20%,Random,29,0.0,NA,NA
Time,11,24,25%,Ekstazi,29,0.9691780821917808,5,0.03424657534246575
Time,11,24,25%,FAST,36,0.0,NA,NA
Time,11,24,25%,Ekstazi+dpt,29,0.9417808219178082,9,0.06164383561643835
Time,11,24,25%,DPT,36,0.886986301369863,17,0.11643835616438356
Time,11,24,25%,STARTS,1,0.0,NA,NA
Time,11,24,25%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,24,25%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,24,25%,STARTS+DPT,1,0.0,NA,NA
Time,11,24,25%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,24,25%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
